Text Availability,Type of article,S No.,Owner,Title,Author,Author,Author,Author,Author,Author,Author,Author,Author,Author,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Other Term,Journal Title,Source,Article Identifier,Other ID,Vol. No,Issue,Pagination,Date Of Publication,Location Identifier,Abstract,Grant Number,Grant Number
,,14,ERIC,Using a Conceptual Understanding and Procedural Fluency Heuristic to Target Math Interventions with Students in Early Elementary,"Burns, Matthew K.","Walick, Christopher","Simonson, Gregory R.","Dominguez, Lauren","Harelstad, Laura","Kincaid, Aleksis","Nelson, Gena S.",,,,Elementary School Students,Grade 1,Grade 3,Learning Disabilities,Mathematics Achievement,Mathematics Instruction,Elementary School Mathematics,Concept Formation,Mathematical Concepts,Intervention,Program Effectiveness,Comparative Analysis,,,,,,,,,,,,,,,Learning Disabilities Research & Practice,v30 n2 p52-60 May 2015,http://dx.doi.org/10.1111/ldrp.12056,EJ1059134,30,2,52-60,42125,http://eric.ed.gov/?id=EJ1059134,"The study examined the use of a conceptual and procedural framework for identifying math deficits and delivering appropriate interventions. Participants were two first-grade students and one third-grade student, who were identified as struggling with the grade-appropriate content in math. The first-grade students focused on addition and the third-grade student focused on multiplication. Each student's conceptual understanding was assessed, and students who lacked conceptual understanding received an intervention that addressed underlying concepts. Students with acceptable understanding of the underlying concepts received an intervention that focused on the procedure. The study used a single-case, multiple-baseline design, but the contra-indicated intervention was administered for the first 2 weeks following baseline, with the prescribed intervention for the final 2 weeks. Each student showed more growth during the prescribed intervention phase when compared to the contra-indicated phase.",,
,,15,ERIC,Game-Based Learning in an OpenSim-Supported Virtual Environment on Perceived Motivational Quality of Learning,"Kim, Heesung","Ke, Fengfeng","Paek, Insu",,,,,,,,Educational Games,Virtual Classrooms,Elementary School Students,Grade 4,Pretests Posttests,Student Motivation,Student Surveys,Learning Activities,Experimental Groups,Control Groups,Statistical Analysis,Mathematics Instruction,Mathematics Activities,Intervention,,,,,,,,,,,,,"Technology, Pedagogy and Education",v26 n5 p617-631 2017,http://dx.doi.org/10.1080/1475939X.2017.1308267,EJ1158816,26,5,617-631,2017,http://eric.ed.gov/?id=EJ1158816,"This experimental study was intended to examine whether game-based learning (GBL) that encompasses four particular game characteristics (challenges, a storyline, immediate rewards and the integration of game-play with learning content) in an OpenSimulator-supported virtual reality learning environment can improve perceived motivational quality of the learning activity (P-MQLA) for elementary school students. In this pre- and post-test experimental comparison study, data were collected from 132 fourth-graders through a Short Instructional Materials Motivation Survey. The same tasks were provided for the experimental and control groups, except that the control group's tasks did not include the four aforementioned gaming characteristics. The non-GBL for the control group involved mainly web-based word problems such as selecting the correct answer by clicking on the potential responses. P-MQLA was improved after the intervention in both groups. There is a trend that the experimental group improved the P-MQLA more than the control group, at borderline statistical significance. The analysis of covariance also indicated a significant interaction between the group variable and the pre-intervention P-MQLA, indicating that the effect of the virtual reality-supported GBL is moderated by learners' pre-intervention report of P-MQLA.",,
,,16,ERIC,Electronic Book for Promoting Emergent Math: A Comparison between Kindergarteners at Risk for Learning Disabilities and with Typical Development,"Segal-Drori, Ora","Kalmanovich, Liron Ben Haim","Shamir, Adina",,,,,,,,Electronic Publishing,Books,Mathematics Instruction,At Risk Students,Learning Disabilities,Kindergarten,Intervention,Learning Activities,Program Effectiveness,Mathematics Skills,Educational Technology,Technology Uses in Education,Foreign Countries,,,,,,,,,,,,,,Journal of Educational Computing Research,v57 n4 p954-977 Jul 2019,http://dx.doi.org/10.1177/0735633118769459,EJ1217718,57,4,954-977,43647,http://eric.ed.gov/?id=EJ1217718,"The aim of the study was to examine the effect of an activity with an educational electronic storybook with math content on the emergent math of kindergarteners at risk for learning disabilities (LD) compared with kindergarteners with typical development (TD). The study included 107 kindergarteners aged 4.6 to 7. Both the participants at risk for LD (n = 51) and those with TD (n = 56) were randomly divided into two groups: an experimental group that received an intervention with the electronic book and a control group that participated in the regular kindergarten activity during that time. The findings indicated greater improvement in the intervention groups compared with the control groups in the measures ""essence of addition"" and ""ordinal numbers."" Both the group at risk for LD and the group with TD showed significant improvement following the intervention. The implications of these results for young children in general, and for kindergarteners at risk for LD in particular, are discussed.",,
,,17,ERIC,CRA Fraction Intervention for Fifth-Grade Students Receiving Tier Two Interventions,"Flores, Margaret M.","Hinton, Vanessa M.","Taylor, Ja'Lia J.",,,,,,,,Elementary School Mathematics,Elementary School Students,Grade 5,Fractions,Arithmetic,Intervention,Sequential Learning,Mathematics Instruction,Small Group Instruction,Mathematics Tests,Pretests Posttests,Mathematics Achievement,Teaching Methods,Statistical Significance,Statistical Analysis,,,,,,,,,,,,Preventing School Failure,v62 n3 p198-213 2018,http://dx.doi.org/10.1080/1045988X.2017.1414027,EJ1182028,62,3,198-213,2018,http://eric.ed.gov/?id=EJ1182028,Students must leave elementary school with a firm understanding of fractions and decimals in order to make satisfactory progress in advanced mathematics. Firm understanding includes manipulation of rational numbers using different models of representation such as area and length. Research has demonstrated that a graduated sequence such as concrete-representational-abstract (CRA) instruction is effective in teaching fraction conceptual understanding. The purpose of this study was to investigate the effects of a CRA tier two fraction intervention that presented fraction concepts using the area and length model. Seventeen fifth-grade students participated in small-group tier two interventions addressing fourth-grade fraction standards. The researchers measured student performance using curriculum-based pretests and posttests and found that students made significant progress. Results and implications are discussed.,,
,,18,ERIC,Learning Math with Curious George and the Odd Squad: Transmedia in the Classroom,"McCarthy, Elizabeth","Tiu, Michelle","Li, Linlin",,,,,,,,Elementary School Mathematics,Mathematics Instruction,Multimedia Instruction,Preschool Children,Grade 1,Early Childhood Education,Affordances,Intervention,Computer Games,Educational Games,Cartoons,Toys,Instructional Materials,Low Income Students,Mathematics Tests,Observation,Interviews,Mathematics Skills,Data Analysis,Outcomes of Education,Television Viewing,Qualitative Research,,,,,"Technology, Knowledge and Learning",v23 n2 p223-246 Jul 2018,http://dx.doi.org/10.1007/s10758-018-9361-4,EJ1182560,23,2,223-246,43282,http://eric.ed.gov/?id=EJ1182560,"This paper presents two studies of transmedia interventions in the classroom. The two studies address how narrative-based transmedia curricular resources can support student learning in early mathematics. The studies were designed to identify the affordances (features and advantages) of transmedia-based learning in preschool and first grade classrooms. Study 1 included a 4-week intervention, where students interacted with 16 digital learning games featuring the popular Curious George animated character, hands-on materials downloaded from a Curious George public media website, three Curious George video episodes, and books and other common classroom materials. Sixty-eight preschool children were recruited from a school serving low-income communities in the San Francisco Bay Area that took part in the intervention. Measures included rigorous assessments of mathematics ability. Other data collection included classroom observations, and interviews with participating teachers. Over the course of the intervention, children's knowledge of mathematics increased significantly, as measured by the Test of Early Mathematics Ability. Results of qualitative data analysis suggest that the transmedia aspect of the intervention brought affordances to students' learning experiences. Study 2 involved an intervention with first grade students that included narrative-based digital and non-digital learning resources from the popular Odd Squad public television series. During the study, participating students used a school-based intervention that included videos, online games, interstitials, and hands-on activities from an Odd Squad transmedia suite. Four first grade teachers from the San Francisco Bay Area and their classrooms (n = 83 first grade students and their families) participated in the study. Measures included verbal and written assessments of mathematics ability. Other data collection included interviews with participating teachers and parents. Over the course of the Odd Squad intervention, students' overall knowledge of mathematics in the domains of Number and Operations and Algebraic Thinking increased significantly, as well as their competency with mathematics vocabulary and the concept of fact families. Results of qualitative data analysis of teacher and parent interview data suggest that the transmedia aspect of the intervention brought affordances to first grade students' learning experiences, including an engaging narrative domain to spur student motivation, presentation of content across multiple modalities, and supportive game-based learning.",,
,,19,ERIC,Effects of a Supplemental Intervention Focused in Equivalency Concepts for Students with Varying Abilities,"Hunt, Jessica H.",,,,,,,,,,Intervention,Mathematical Concepts,Elementary School Students,Pretests Posttests,Control Groups,Experimental Groups,Disabilities,Numbers,Elementary School Teachers,Mathematics Instruction,Supplementary Education,Response to Intervention,Special Education,Academic Standards,State Standards,Student Characteristics,Urban Schools,Measures (Individuals),Standardized Tests,Student Evaluation,Fidelity,Protocol Analysis,Statistical Analysis,Mathematical Aptitude,Multivariate Analysis,,Remedial and Special Education,v35 n3 p135-144 May-Jun 2014,http://dx.doi.org/10.1177/0741932513507780,EJ1024730,35,3,135-144,May-Jun 2014,http://eric.ed.gov/?id=EJ1024730,"The purpose of this study was to examine the effects of a Tier 2 supplemental intervention focused on rational number equivalency concepts and applications on the mathematics performance of third-grade students with and without mathematics difficulties. The researcher used a pretest-posttest control group design and random assignment of 19 participants to core instruction and 19 participants to core + intervention instruction. Intervention instruction included the ratio interpretation of rational number in conjunction with explicit and conceptual instructional components--judicious review opportunities, concrete and visual representations, systematic task progression focused on big ideas, teacher and student verbalizations, and multiple opportunities for practice--to deliver a sequence of 20 intervention sessions over a period of 4 weeks. Students receiving core instruction plus intervention outperformed those receiving only core instruction on a standard measure of the intervention content as well as a pretest-posttest measure reflective of the core curriculum.",,
,,20,ERIC,Implementing Self-Assessment in Singapore Primary Schools: Effects on Students' Perceptions of Self-Assessment,"Wong, Hwei Ming",,,,,,,,,,Self Evaluation (Individuals),Foreign Countries,Elementary School Students,Student Attitudes,Formative Evaluation,Pretests Posttests,Experimental Groups,Control Groups,Questionnaires,Quasiexperimental Design,Mathematics Instruction,Elementary School Mathematics,Grade 4,Intervention,Multivariate Analysis,Neighborhood Schools,Disadvantaged Schools,Factor Analysis,Maximum Likelihood Statistics,Statistical Analysis,,,,,,,Pedagogies: An International Journal,v12 n4 p391-409 2017,http://dx.doi.org/10.1080/1554480X.2017.1362348,EJ1168275,12,4,391-409,2017,http://eric.ed.gov/?id=EJ1168275,"Student academic self-assessment engages the students in deliberate reflection about what they are learning and how they are learning it. This intervention study investigated the effects of self-assessment training on students' perceptions towards self-assessment in two Singaporean primary schools. The study, which used a pretest-posttest design, involved 146 Primary 4 (aged 10) students with 75 students being taught the use of self-assessment (intervention group) and 71 students who did not receive any training (comparison group). Data was collected using a Self-Assessment Questionnaire, wherein the students reported on the domains of knowledge application, independent learning, communication and motivation. The results revealed an improvement in the intervention students' perceptions towards self-assessment after the use of self-assessment and there were differences between the intervention students and the comparison students. The findings and the implications for students will be discussed in the article.",,
,,21,ERIC,Short and Long-Term Effects of a Mathematics Tablet Intervention for Low Performing Second Graders,"Hassler Hallstedt, Martin","Klingberg, Torkel","Ghaderi, Ata",,,,,,,,Elementary School Students,Grade 2,Elementary School Mathematics,Arithmetic,Mathematics Instruction,Handheld Devices,Intervention,Low Achievement,Mathematics Achievement,Short Term Memory,Intelligence Quotient,Socioeconomic Influences,Control Groups,Experimental Groups,Mathematics Skills,Foreign Countries,Mathematics Tests,Word Problems (Mathematics),Problem Solving,Intelligence Tests,Addition,Subtraction,,,,,Journal of Educational Psychology,v110 n8 p1127-1148 Nov 2018,http://dx.doi.org/10.1037/edu0000264,EJ1195601,110,8,1127-1148,43405,http://eric.ed.gov/?id=EJ1195601,"Using a randomized placebo controlled design, we examined the direct and follow-up effects (at 6 and 12 months) of a mathematics tablet intervention. Math training focused primarily on basic arithmetic (addition and subtraction facts up to 12), and secondarily on number knowledge and word problems. We investigated the moderating effects of IQ and socioeconomic factors, and additive effects of working memory (WM) training. A representative sample of 283 low performing second-grade students were randomly assigned to control (n = 52), reading placebo (n = 78), math intervention (MA; n = 76), or math plus WM training (MA + WM; n = 77). Both math conditions scored significantly higher than control and placebo on the posttest of basic arithmetic, but not on arithmetic transfer and problem solving. WM training did not show additive effects. Given the virtually identical patterns, we collapsed the control and placebo, respectively, MA and MA + WM conditions. The collapsed MA/MA + WM condition demonstrated significant medium-sized effects (d = 0.53-0.67) on basic arithmetic compared with the collapsed control/placebo condition at posttest. There was a fadeout of effects at 6-month follow-up (d = 0.18-0.28), that declined further at 12 months (d = 0.03-0.13). IQ was a significant moderator of direct and long-term effects on addition up to 12 and subtraction up to 18, where students with lower IQ benefitted more than higher IQ students. Socioeconomic factors did not moderate outcome. The intervention effectively improved basic arithmetic among low performing second graders. Although the effects waned at 6-month follow-up, there was some indication that children with lower IQ demonstrated sustained gains. Educational Impact and Implications Statement: This study shows that adaptive math training on tablet can help low performing 8-year-olds catch up about half a year of schooling in critical math skills. Students with lower IQ benefitted in particular and made long-term gains 12 months after training finished. Additional short-term memory training did not result in further math improvement. Because math is a strong predictor of later school achievement, these findings highlight the potential of well-designed adaptive teaching on tablets to significantly improve students' success at school. Evidence-based programs covering the bulk of elementary math might be widely spread, potentially at a low cost.",,
,,22,ERIC,Teaching the Partial Products Algorithm with the Concrete Representational Abstract Sequence and the Strategic Instruction Model,"Flores, Margaret M.","Moore, Alexcia J.","Meyer, Jill M.",,,,,,,,Elementary School Students,Grade 4,Grade 5,Teaching Methods,Models,Multiplication,Mathematics Instruction,Thinking Skills,Mathematical Concepts,Problem Solving,Algebra,Abstract Reasoning,Pilot Projects,Intervention,,,,,,,,,,,,,Psychology in the Schools,v57 n6 p946-958 Jun 2020,http://dx.doi.org/10.1002/pits.22335,EJ1252059,57,6,946-958,43983,http://eric.ed.gov/?id=EJ1252059,"Elementary standards include multiplication of single-digit numbers and students advance to solve complex problems and demonstrate procedural fluency in algorithms. The ability to illustrate procedural fluency in algorithms is dependent on the development of understanding and reasoning in multiplication. Development of multiplicative reasoning provides the foundation for advanced mathematics and algebraic reasoning. For students who struggle in mathematics, instruction in multiplication algorithms should ensure conceptual understanding so that students have a foundation for success in advanced mathematics. The concrete representational abstract (CRA) sequence addresses conceptual understanding and the strategic instruction model (SIM) supports procedural knowledge. The current pilot study combined these methods to teach elementary students the partial products algorithm. Twelve students in grades four and five participated in the study, receiving instruction from teachers in their school during an intervention period. Within a pre-experimental design, using pre- and postintervention data, students showed a significant change in performance. The article will describe and show how teachers implemented the CRA-SIM interventions and discuss implications for practice.",,
,,23,ERIC,Intensifying Interventions for Students by Identifying and Remediating Conceptual Understandings in Mathematics,"Hunt, Jessica H.","Little, Mary E.",,,,,,,,,Intervention,Elementary School Teachers,Special Education Teachers,Mathematics Instruction,Response to Intervention,Student Needs,Core Curriculum,State Standards,Academic Standards,Needs Assessment,Disabilities,Teaching Methods,Mathematical Concepts,Concept Formation,Progress Monitoring,,,,,,,,,,,,TEACHING Exceptional Children,v46 n6 p187-196 Jul-Aug 2014,http://dx.doi.org/10.1177/0040059914534617,EJ1059119,46,6,187-196,Jul-Aug 2014,http://eric.ed.gov/?id=EJ1059119,"In this article, the authors introduce a scenario identifying an elementary school special education teacher and interventionist (Mr. Powers) and his concerns in meeting the Common Core State Standards in Mathematics (CCSS-M). Like many teachers, Powers uses a response-to-intervention (RTI) framework to provide supports for students who require additional instruction and more intensive interventions to master curriculum standards. Wondering how he could support understanding and use of content and practice standards embodied in the CCSS-M while attending to students' unique strengths and weaknesses is addressed with a three step approach that includes: (1) Problem Identification; (2) Analyzing the Problem; and (3) Implementing a Solution. To intensify instruction for students with and without disabilities, teachers need a process to diagnostically assess students' current levels of understanding of mathematical concepts, determine areas of priority, conceptualize instructional tasks, and monitor performance. This article offers ongoing and robust diagnostic assessments to plan and implement evidence-based interventions and resources that address specific conceptual or procedural gaps in knowledge for individual students. This framework also guides teachers and interventionists to identify the problem or concern for students in terms of their mathematics understanding, analyze why the problem is occurring, implement a plan to address the problem, and evaluate if the plan is resulting in increased student performance.",,
